index,task,profile,q,seed,status,exit_code,duration_seconds,gpu,result_dir,plotting_dir
171,cell_basis__q32__seed01,cell_basis,32,1,success,0,173.40502786636353,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q32/seed01,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q32/seed01
172,cell_basis__q32__seed02,cell_basis,32,2,success,0,155.5810203552246,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q32/seed02,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q32/seed02
173,cell_basis__q32__seed03,cell_basis,32,3,success,0,168.73517727851868,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q32/seed03,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q32/seed03
174,cell_basis__q32__seed04,cell_basis,32,4,success,0,159.23455715179443,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q32/seed04,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q32/seed04
175,cell_basis__q32__seed05,cell_basis,32,5,success,0,158.86873316764832,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q32/seed05,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q32/seed05
176,cell_basis__q32__seed06,cell_basis,32,6,success,0,162.86946082115173,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q32/seed06,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q32/seed06
177,cell_basis__q32__seed07,cell_basis,32,7,success,0,177.9870285987854,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q32/seed07,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q32/seed07
178,cell_basis__q32__seed08,cell_basis,32,8,success,0,158.71211433410645,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q32/seed08,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q32/seed08
179,cell_basis__q32__seed09,cell_basis,32,9,success,0,160.9692313671112,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q32/seed09,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q32/seed09
180,cell_simple_coverage__q01__seed00,cell_simple_coverage,1,0,success,0,2463.160852432251,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q01/seed00,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q01/seed00
181,cell_simple_coverage__q01__seed01,cell_simple_coverage,1,1,success,0,3823.219458580017,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q01/seed01,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q01/seed01
182,cell_simple_coverage__q01__seed02,cell_simple_coverage,1,2,success,0,3823.0405564308167,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q01/seed02,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q01/seed02
183,cell_simple_coverage__q01__seed03,cell_simple_coverage,1,3,success,0,3897.07093334198,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q01/seed03,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q01/seed03
184,cell_simple_coverage__q01__seed04,cell_simple_coverage,1,4,success,0,3795.1568574905396,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q01/seed04,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q01/seed04
185,cell_simple_coverage__q01__seed05,cell_simple_coverage,1,5,success,0,3865.011577129364,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q01/seed05,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q01/seed05
186,cell_simple_coverage__q01__seed06,cell_simple_coverage,1,6,success,0,3765.732278108597,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q01/seed06,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q01/seed06
187,cell_simple_coverage__q01__seed07,cell_simple_coverage,1,7,success,0,3811.9074156284332,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q01/seed07,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q01/seed07
188,cell_simple_coverage__q01__seed08,cell_simple_coverage,1,8,success,0,3795.400187253952,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q01/seed08,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q01/seed08
189,cell_simple_coverage__q01__seed09,cell_simple_coverage,1,9,success,0,3752.2247607707977,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q01/seed09,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q01/seed09
190,cell_simple_coverage__q02__seed00,cell_simple_coverage,2,0,success,0,2023.988317489624,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q02/seed00,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q02/seed00
191,cell_simple_coverage__q02__seed01,cell_simple_coverage,2,1,success,0,2374.111077785492,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q02/seed01,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q02/seed01
192,cell_simple_coverage__q02__seed02,cell_simple_coverage,2,2,success,0,2403.886272907257,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q02/seed02,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q02/seed02
193,cell_simple_coverage__q02__seed03,cell_simple_coverage,2,3,success,0,2273.640410900116,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q02/seed03,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q02/seed03
194,cell_simple_coverage__q02__seed04,cell_simple_coverage,2,4,success,0,2452.8312454223633,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q02/seed04,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q02/seed04
195,cell_simple_coverage__q02__seed05,cell_simple_coverage,2,5,success,0,2443.1242382526398,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q02/seed05,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q02/seed05
196,cell_simple_coverage__q02__seed06,cell_simple_coverage,2,6,success,0,2409.163680076599,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q02/seed06,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q02/seed06
197,cell_simple_coverage__q02__seed07,cell_simple_coverage,2,7,success,0,2327.5655167102814,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q02/seed07,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q02/seed07
198,cell_simple_coverage__q02__seed08,cell_simple_coverage,2,8,success,0,2318.2286360263824,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q02/seed08,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q02/seed08
199,cell_simple_coverage__q02__seed09,cell_simple_coverage,2,9,success,0,2327.694006919861,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q02/seed09,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q02/seed09
200,cell_simple_coverage__q04__seed00,cell_simple_coverage,4,0,success,0,2281.574103116989,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q04/seed00,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q04/seed00
201,cell_simple_coverage__q04__seed01,cell_simple_coverage,4,1,success,0,2302.541740655899,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q04/seed01,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q04/seed01
202,cell_simple_coverage__q04__seed02,cell_simple_coverage,4,2,success,0,2167.325765609741,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q04/seed02,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q04/seed02
203,cell_simple_coverage__q04__seed03,cell_simple_coverage,4,3,success,0,2151.0207426548004,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q04/seed03,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q04/seed03
204,cell_simple_coverage__q04__seed04,cell_simple_coverage,4,4,success,0,2102.454498529434,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q04/seed04,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q04/seed04
205,cell_simple_coverage__q04__seed05,cell_simple_coverage,4,5,success,0,2168.7664561271667,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q04/seed05,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q04/seed05
206,cell_simple_coverage__q04__seed06,cell_simple_coverage,4,6,success,0,2233.372888803482,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q04/seed06,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q04/seed06
207,cell_simple_coverage__q04__seed07,cell_simple_coverage,4,7,success,0,2071.9276916980743,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q04/seed07,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q04/seed07
208,cell_simple_coverage__q04__seed08,cell_simple_coverage,4,8,success,0,2075.508688688278,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q04/seed08,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q04/seed08
209,cell_simple_coverage__q04__seed09,cell_simple_coverage,4,9,success,0,2092.5414209365845,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q04/seed09,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q04/seed09
210,cell_simple_coverage__q08__seed00,cell_simple_coverage,8,0,success,0,2229.008110523224,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q08/seed00,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q08/seed00
211,cell_simple_coverage__q08__seed01,cell_simple_coverage,8,1,success,0,2400.8984389305115,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q08/seed01,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q08/seed01
212,cell_simple_coverage__q08__seed02,cell_simple_coverage,8,2,success,0,2209.797997713089,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q08/seed02,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q08/seed02
213,cell_simple_coverage__q08__seed03,cell_simple_coverage,8,3,success,0,2176.384102344513,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q08/seed03,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q08/seed03
214,cell_simple_coverage__q08__seed04,cell_simple_coverage,8,4,success,0,2175.7053956985474,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q08/seed04,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q08/seed04
215,cell_simple_coverage__q08__seed05,cell_simple_coverage,8,5,success,0,2126.8377165794373,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q08/seed05,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q08/seed05
216,cell_simple_coverage__q08__seed06,cell_simple_coverage,8,6,success,0,2249.7503113746643,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q08/seed06,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q08/seed06
217,cell_simple_coverage__q08__seed07,cell_simple_coverage,8,7,success,0,2286.892502307892,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q08/seed07,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q08/seed07
218,cell_simple_coverage__q08__seed08,cell_simple_coverage,8,8,success,0,2306.057243824005,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q08/seed08,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q08/seed08
219,cell_simple_coverage__q08__seed09,cell_simple_coverage,8,9,success,0,2406.32438993454,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q08/seed09,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q08/seed09
220,cell_simple_coverage__q16__seed00,cell_simple_coverage,16,0,success,0,2880.732387304306,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q16/seed00,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q16/seed00
221,cell_simple_coverage__q16__seed01,cell_simple_coverage,16,1,success,0,2993.5204515457153,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q16/seed01,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q16/seed01
222,cell_simple_coverage__q16__seed02,cell_simple_coverage,16,2,success,0,3020.396274805069,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q16/seed02,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q16/seed02
223,cell_simple_coverage__q16__seed03,cell_simple_coverage,16,3,success,0,2871.093991994858,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q16/seed03,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q16/seed03
224,cell_simple_coverage__q16__seed04,cell_simple_coverage,16,4,success,0,2812.9612469673157,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q16/seed04,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q16/seed04
225,cell_simple_coverage__q16__seed05,cell_simple_coverage,16,5,success,0,2723.1237511634827,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q16/seed05,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q16/seed05
226,cell_simple_coverage__q16__seed06,cell_simple_coverage,16,6,success,0,3022.3246574401855,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q16/seed06,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q16/seed06
227,cell_simple_coverage__q16__seed07,cell_simple_coverage,16,7,success,0,2799.4524943828583,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q16/seed07,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q16/seed07
228,cell_simple_coverage__q16__seed08,cell_simple_coverage,16,8,success,0,2867.4842596054077,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q16/seed08,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q16/seed08
229,cell_simple_coverage__q16__seed09,cell_simple_coverage,16,9,success,0,2871.0827000141144,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q16/seed09,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q16/seed09
230,cell_simple_coverage__q32__seed00,cell_simple_coverage,32,0,success,0,6169.246995449066,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q32/seed00,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q32/seed00
231,cell_simple_coverage__q32__seed01,cell_simple_coverage,32,1,success,0,5736.514576911926,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q32/seed01,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q32/seed01
232,cell_simple_coverage__q32__seed02,cell_simple_coverage,32,2,success,0,5882.694586753845,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q32/seed02,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q32/seed02
233,cell_simple_coverage__q32__seed03,cell_simple_coverage,32,3,success,0,6164.955018520355,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q32/seed03,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q32/seed03
234,cell_simple_coverage__q32__seed04,cell_simple_coverage,32,4,success,0,6033.928057193756,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q32/seed04,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q32/seed04
235,cell_simple_coverage__q32__seed05,cell_simple_coverage,32,5,success,0,5853.260738134384,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q32/seed05,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q32/seed05
236,cell_simple_coverage__q32__seed06,cell_simple_coverage,32,6,success,0,6124.727908372879,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q32/seed06,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q32/seed06
237,cell_simple_coverage__q32__seed07,cell_simple_coverage,32,7,success,0,5920.3690531253815,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q32/seed07,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q32/seed07
238,cell_simple_coverage__q32__seed08,cell_simple_coverage,32,8,success,0,5753.783811807632,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q32/seed08,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q32/seed08
239,cell_simple_coverage__q32__seed09,cell_simple_coverage,32,9,success,0,5896.530070543289,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_simple_coverage/q32/seed09,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_simple_coverage/q32/seed09
